2009.05.05 05:41:10,GPSD=050509,GPST=054109.000,LAT=6723.6388,NS=N,LONG=2636.8107,EW=E,T=17.96,U=26.9,T1=25.238,T2=25.048,T3=25.082,T4=25.537,UVB1=0.000,UVB2=0.000,UVB3=0.001,UVB4=0.010,SR4=9.952,SR5=9.952,SR6=10.718,SR7=10.718,AntHeight=210,GeoidHeight=22
2009.05.05 06:54:50,GPSD=050509,GPST=065449.000,LAT=6753.2022,NS=N,LONG=2718.0166,EW=E,T=-0.13,U=91.6,T1=24.891,T2=24.937,T3=24.967,T4=25.415,UVB1=0.108,UVB2=0.017,UVB3=0.089,UVB4=0.024,SR4=881.138,SR5=343.728,SR6=907.932,SR7=358.274,AntHeight=344,GeoidHeight=21
2009.05.05 06:55:00,GPSD=050509,GPST=065459.000,LAT=6753.2318,NS=N,LONG=2717.3125,EW=E,T=-0.11,U=91.5,T1=24.887,T2=25.151,T3=25.112,T4=25.446,UVB1=0.112,UVB2=0.012,UVB3=0.092,UVB4=0.026,SR4=807.646,SR5=261.815,SR6=842.861,SR7=260.284,AntHeight=338,GeoidHeight=21
2009.05.05 06:55:10,GPSD=050509,GPST=065509.000,LAT=6753.2606,NS=N,LONG=2716.6169,EW=E,T=-0.13,U=91.6,T1=24.876,T2=25.223,T3=25.132,T4=25.049,UVB1=0.113,UVB2=0.019,UVB3=0.091,UVB4=0.023,SR4=849.751,SR5=322.293,SR6=878.842,SR7=323.059,AntHeight=340,GeoidHeight=21
2009.05.05 06:55:20,GPSD=050509,GPST=065519.000,LAT=6753.2848,NS=N,LONG=2715.9083,EW=E,T=-0.15,U=91.5,T1=24.876,T2=25.059,T3=25.093,T4=25.049,UVB1=0.114,UVB2=0.014,UVB3=0.089,UVB4=0.010,SR4=907.932,SR5=206.696,SR6=903.339,SR7=215.117,AntHeight=337,GeoidHeight=21
2009.05.05 06:55:30,GPSD=050509,GPST=065529.000,LAT=6753.3054,NS=N,LONG=2715.1983,EW=E,T=-0.15,U=91.5,T1=24.884,T2=24.811,T3=24.964,T4=25.018,UVB1=0.108,UVB2=0.016,UVB3=0.083,UVB4=0.018,SR4=848.220,SR5=244.973,SR6=835.206,SR7=243.442,AntHeight=346,GeoidHeight=21
2009.05.05 06:55:40,GPSD=050509,GPST=065539.000,LAT=6753.3262,NS=N,LONG=2714.4854,EW=E,T=-0.11,U=91.6,T1=24.895,T2=24.895,T3=24.830,T4=24.988,UVB1=0.117,UVB2=0.021,UVB3=0.088,UVB4=0.026,SR4=974.535,SR5=345.259,SR6=924.009,SR7=346.025,AntHeight=342,GeoidHeight=21
2009.05.05 06:55:50,GPSD=050509,GPST=065549.000,LAT=6753.3261,NS=N,LONG=2713.7601,EW=E,T=-0.07,U=91.7,T1=24.914,T2=25.139,T3=24.830,T4=24.927,UVB1=0.119,UVB2=0.024,UVB3=0.089,UVB4=0.029,SR4=970.707,SR5=423.345,SR6=879.607,SR7=414.158,AntHeight=338,GeoidHeight=21
2009.05.05 06:56:00,GPSD=050509,GPST=065559.000,LAT=6753.2842,NS=N,LONG=2713.0457,EW=E,T=-0.05,U=91.7,T1=24.926,T2=25.227,T3=24.994,T4=24.866,UVB1=0.125,UVB2=0.030,UVB3=0.092,UVB4=0.037,SR4=1054.916,SR5=498.368,SR6=930.899,SR7=492.243,AntHeight=340,GeoidHeight=21
2009.05.05 06:56:10,GPSD=050509,GPST=065609.000,LAT=6753.2254,NS=N,LONG=2712.3483,EW=E,T=-0.02,U=91.7,T1=24.945,T2=25.109,T3=25.124,T4=24.805,UVB1=0.117,UVB2=0.024,UVB3=0.086,UVB4=0.021,SR4=1083.241,SR5=285.547,SR6=929.368,SR7=299.327,AntHeight=342,GeoidHeight=21
2009.05.05 06:56:20,GPSD=050509,GPST=065619.000,LAT=6753.1580,NS=N,LONG=2711.6633,EW=E,T=0.02,U=91.9,T1=24.964,T2=24.849,T3=25.135,T4=24.774,UVB1=0.111,UVB2=0.021,UVB3=0.083,UVB4=0.027,SR4=910.229,SR5=341.432,SR6=801.522,SR7=349.853,AntHeight=344,GeoidHeight=21
2009.05.05 06:56:30,GPSD=050509,GPST=065629.000,LAT=6753.0789,NS=N,LONG=2710.9914,EW=E,T=0.04,U=91.9,T1=24.979,T2=24.861,T3=25.082,T4=24.805,UVB1=0.115,UVB2=0.032,UVB3=0.084,UVB4=0.037,SR4=961.520,SR5=411.861,SR6=850.517,SR7=410.330,AntHeight=346,GeoidHeight=21
2009.05.05 06:56:40,GPSD=050509,GPST=065639.000,LAT=6752.9900,NS=N,LONG=2710.3211,EW=E,T=0.08,U=91.8,T1=24.990,T2=25.101,T3=24.948,T4=25.293,UVB1=0.109,UVB2=0.027,UVB3=0.084,UVB4=0.033,SR4=876.545,SR5=339.135,SR6=796.929,SR7=346.025,AntHeight=347,GeoidHeight=21
2009.05.05 06:56:50,GPSD=050509,GPST=065649.000,LAT=6752.8938,NS=N,LONG=2709.6556,EW=E,T=0.08,U=91.7,T1=25.002,T2=25.223,T3=24.823,T4=25.354,UVB1=0.115,UVB2=0.017,UVB3=0.085,UVB4=0.034,SR4=925.540,SR5=323.059,SR6=836.737,SR7=329.183,AntHeight=349,GeoidHeight=21
2009.05.05 06:57:00,GPSD=050509,GPST=065659.000,LAT=6752.7938,NS=N,LONG=2708.9821,EW=E,T=0.12,U=91.8,T1=25.009,T2=25.151,T3=24.884,T4=25.415,UVB1=0.117,UVB2=0.014,UVB3=0.089,UVB4=0.024,SR4=1009.749,SR5=317.700,SR6=901.808,SR7=327.652,AntHeight=346,GeoidHeight=21
2009.05.05 06:57:10,GPSD=050509,GPST=065709.000,LAT=6752.6928,NS=N,LONG=2708.2978,EW=E,T=0.12,U=91.9,T1=25.013,T2=24.887,T3=25.021,T4=25.507,UVB1=0.119,UVB2=0.022,UVB3=0.089,UVB4=0.029,SR4=960.755,SR5=357.508,SR6=856.641,SR7=354.446,AntHeight=338,GeoidHeight=21
2009.05.05 06:57:20,GPSD=050509,GPST=065719.000,LAT=6752.5885,NS=N,LONG=2707.6212,EW=E,T=0.14,U=91.9,T1=25.013,T2=24.838,T3=25.105,T4=25.049,UVB1=0.118,UVB2=0.015,UVB3=0.086,UVB4=0.017,SR4=1017.405,SR5=314.638,SR6=847.455,SR7=319.996,AntHeight=336,GeoidHeight=21
2009.05.05 06:57:30,GPSD=050509,GPST=065729.000,LAT=6752.4770,NS=N,LONG=2706.9579,EW=E,T=0.20,U=92.0,T1=25.044,T2=25.063,T3=25.139,T4=25.049,UVB1=0.120,UVB2=0.010,UVB3=0.088,UVB4=0.009,SR4=992.908,SR5=183.730,SR6=832.909,SR7=189.089,AntHeight=339,GeoidHeight=21
2009.05.05 06:57:40,GPSD=050509,GPST=065739.000,LAT=6752.3655,NS=N,LONG=2706.3025,EW=E,T=0.20,U=91.8,T1=25.036,T2=25.215,T3=25.063,T4=25.018,UVB1=0.112,UVB2=0.014,UVB3=0.084,UVB4=0.019,SR4=909.464,SR5=271.002,SR6=798.460,SR7=255.691,AntHeight=342,GeoidHeight=21
2009.05.05 06:57:50,GPSD=050509,GPST=065749.000,LAT=6752.2564,NS=N,LONG=2705.6449,EW=E,T=0.20,U=92.0,T1=25.025,T2=25.185,T3=24.922,T4=24.957,UVB1=0.121,UVB2=0.015,UVB3=0.088,UVB4=0.018,SR4=1077.117,SR5=292.437,SR6=918.650,SR7=290.140,AntHeight=342,GeoidHeight=21
2009.05.05 06:58:00,GPSD=050509,GPST=065759.000,LAT=6752.1340,NS=N,LONG=2704.9941,EW=E,T=0.20,U=92.0,T1=25.013,T2=24.929,T3=24.815,T4=24.896,UVB1=0.113,UVB2=0.025,UVB3=0.082,UVB4=0.028,SR4=936.257,SR5=226.600,SR6=803.053,SR7=235.787,AntHeight=341,GeoidHeight=21
2009.05.05 06:58:10,GPSD=050509,GPST=065809.000,LAT=6752.0030,NS=N,LONG=2704.3538,EW=E,T=0.20,U=92.0,T1=24.994,T2=24.826,T3=24.914,T4=24.835,UVB1=0.109,UVB2=0.027,UVB3=0.082,UVB4=0.029,SR4=770.135,SR5=310.044,SR6=688.222,SR7=310.044,AntHeight=341,GeoidHeight=21
2009.05.05 06:58:20,GPSD=050509,GPST=065819.000,LAT=6751.8659,NS=N,LONG=2703.7250,EW=E,T=0.20,U=92.0,T1=24.979,T2=25.029,T3=25.063,T4=24.835,UVB1=0.108,UVB2=0.022,UVB3=0.080,UVB4=0.032,SR4=715.016,SR5=368.991,SR6=640.758,SR7=377.412,AntHeight=339,GeoidHeight=22
2009.05.05 06:58:30,GPSD=050509,GPST=065829.000,LAT=6751.7246,NS=N,LONG=2703.0982,EW=E,T=0.20,U=91.9,T1=24.964,T2=25.200,T3=25.124,T4=24.805,UVB1=0.093,UVB2=0.007,UVB3=0.072,UVB4=0.009,SR4=584.874,SR5=150.046,SR6=548.893,SR7=167.654,AntHeight=332,GeoidHeight=22
2009.05.05 06:58:40,GPSD=050509,GPST=065839.000,LAT=6751.5801,NS=N,LONG=2702.4815,EW=E,T=0.26,U=92.0,T1=24.945,T2=25.200,T3=25.128,T4=25.262,UVB1=0.098,UVB2=0.009,UVB3=0.077,UVB4=0.023,SR4=581.812,SR5=127.845,SR6=578.750,SR7=130.908,AntHeight=331,GeoidHeight=22
2009.05.05 06:58:50,GPSD=050509,GPST=065848.900,LAT=6751.4278,NS=N,LONG=2701.8712,EW=E,T=0.30,U=92.1,T1=24.895,T2=24.971,T3=25.036,T4=25.354,UVB1=0.106,UVB2=0.026,UVB3=0.078,UVB4=0.042,SR4=763.245,SR5=282.485,SR6=716.547,SR7=275.595,AntHeight=327,GeoidHeight=22
2009.05.05 06:59:00,GPSD=050509,GPST=065859.000,LAT=6751.2750,NS=N,LONG=2701.2663,EW=E,T=0.30,U=92.1,T1=24.887,T2=24.792,T3=24.880,T4=25.415,UVB1=0.100,UVB2=0.012,UVB3=0.078,UVB4=0.026,SR4=793.867,SR5=280.954,SR6=750.996,SR7=290.140,AntHeight=325,GeoidHeight=22
2009.05.05 06:59:10,GPSD=050509,GPST=065909.000,LAT=6751.1222,NS=N,LONG=2700.6623,EW=E,T=0.32,U=91.9,T1=24.884,T2=24.994,T3=24.819,T4=25.476,UVB1=0.101,UVB2=0.012,UVB3=0.076,UVB4=0.022,SR4=879.607,SR5=238.083,SR6=801.522,SR7=241.146,AntHeight=322,GeoidHeight=22
2009.05.05 06:59:20,GPSD=050509,GPST=065919.000,LAT=6750.9699,NS=N,LONG=2700.0582,EW=E,T=0.32,U=92.2,T1=24.887,T2=25.193,T3=24.948,T4=25.049,UVB1=0.100,UVB2=0.020,UVB3=0.076,UVB4=0.028,SR4=818.364,SR5=299.327,SR6=767.073,SR7=300.858,AntHeight=317,GeoidHeight=22
2009.05.05 06:59:30,GPSD=050509,GPST=065929.000,LAT=6750.8178,NS=N,LONG=2659.4529,EW=E,T=0.35,U=92.3,T1=24.887,T2=25.215,T3=25.093,T4=25.049,UVB1=0.097,UVB2=0.012,UVB3=0.077,UVB4=0.016,SR4=783.149,SR5=297.030,SR6=733.389,SR7=301.623,AntHeight=314,GeoidHeight=22
2009.05.05 06:59:40,GPSD=050509,GPST=065939.000,LAT=6750.6664,NS=N,LONG=2658.8494,EW=E,T=0.41,U=92.1,T1=24.895,T2=24.994,T3=25.135,T4=25.018,UVB1=0.093,UVB2=0.011,UVB3=0.074,UVB4=0.015,SR4=726.499,SR5=242.677,SR6=692.815,SR7=248.036,AntHeight=313,GeoidHeight=22
2009.05.05 06:59:50,GPSD=050509,GPST=065949.000,LAT=6750.5140,NS=N,LONG=2658.2503,EW=E,T=0.41,U=92.1,T1=24.914,T2=24.792,T3=25.120,T4=24.957,UVB1=0.094,UVB2=0.008,UVB3=0.076,UVB4=0.010,SR4=732.623,SR5=169.950,SR6=712.719,SR7=180.668,AntHeight=308,GeoidHeight=22
2009.05.05 07:00:00,GPSD=050509,GPST=065959.000,LAT=6750.3603,NS=N,LONG=2657.6530,EW=E,T=0.47,U=92.3,T1=24.926,T2=24.975,T3=24.994,T4=24.896,UVB1=0.092,UVB2=0.008,UVB3=0.072,UVB4=0.010,SR4=736.451,SR5=222.007,SR6=721.140,SR7=226.600,AntHeight=306,GeoidHeight=22
2009.05.05 07:00:10,GPSD=050509,GPST=070009.000,LAT=6750.2086,NS=N,LONG=2657.0637,EW=E,T=0.49,U=92.4,T1=24.937,T2=25.177,T3=24.849,T4=24.744,UVB1=0.096,UVB2=0.015,UVB3=0.074,UVB4=0.017,SR4=769.369,SR5=228.897,SR6=728.030,SR7=231.959,AntHeight=308,GeoidHeight=22
2009.05.05 07:00:20,GPSD=050509,GPST=070019.000,LAT=6750.0548,NS=N,LONG=2656.4759,EW=E,T=0.55,U=92.3,T1=24.956,T2=25.223,T3=24.830,T4=24.805,UVB1=0.104,UVB2=0.006,UVB3=0.081,UVB4=0.008,SR4=809.943,SR5=137.798,SR6=767.073,SR7=142.391,AntHeight=302,GeoidHeight=22
2009.05.05 07:00:30,GPSD=050509,GPST=070029.000,LAT=6749.8967,NS=N,LONG=2655.8894,EW=E,T=0.57,U=92.2,T1=24.967,T2=25.017,T3=24.994,T4=24.805,UVB1=0.110,UVB2=0.013,UVB3=0.083,UVB4=0.012,SR4=862.765,SR5=187.558,SR6=786.977,SR7=189.089,AntHeight=305,GeoidHeight=22
2009.05.05 07:00:40,GPSD=050509,GPST=070039.000,LAT=6749.7358,NS=N,LONG=2655.3072,EW=E,T=0.63,U=92.0,T1=24.979,T2=24.800,T3=25.135,T4=25.293,UVB1=0.112,UVB2=0.009,UVB3=0.083,UVB4=0.024,SR4=917.884,SR5=319.996,SR6=834.440,SR7=317.700,AntHeight=307,GeoidHeight=22
2009.05.05 07:00:50,GPSD=050509,GPST=070049.000,LAT=6749.5758,NS=N,LONG=2654.7279,EW=E,T=0.61,U=91.9,T1=24.998,T2=24.948,T3=25.147,T4=25.354,UVB1=0.104,UVB2=0.023,UVB3=0.082,UVB4=0.040,SR4=855.876,SR5=272.533,SR6=787.742,SR7=274.064,AntHeight=309,GeoidHeight=22
2009.05.05 07:01:00,GPSD=050509,GPST=070059.000,LAT=6749.4155,NS=N,LONG=2654.1488,EW=E,T=0.67,U=91.8,T1=25.006,T2=25.170,T3=25.086,T4=25.415,UVB1=0.106,UVB2=0.011,UVB3=0.081,UVB4=0.024,SR4=870.421,SR5=227.366,SR6=837.503,SR7=231.194,AntHeight=310,GeoidHeight=22
2009.05.05 07:01:10,GPSD=050509,GPST=070109.000,LAT=6749.2586,NS=N,LONG=2653.5659,EW=E,T=0.69,U=91.7,T1=25.013,T2=25.231,T3=24.937,T4=25.018,UVB1=0.101,UVB2=0.013,UVB3=0.078,UVB4=0.016,SR4=869.655,SR5=177.606,SR6=810.709,SR7=182.964,AntHeight=311,GeoidHeight=22
2009.05.05 07:01:20,GPSD=050509,GPST=070119.000,LAT=6749.1019,NS=N,LONG=2652.9858,EW=E,T=0.65,U=91.6,T1=25.017,T2=25.032,T3=24.823,T4=25.049,UVB1=0.102,UVB2=0.021,UVB3=0.078,UVB4=0.024,SR4=819.130,SR5=190.620,SR6=771.666,SR7=180.668,AntHeight=313,GeoidHeight=22
2009.05.05 07:01:30,GPSD=050509,GPST=070129.000,LAT=6748.9440,NS=N,LONG=2652.4156,EW=E,T=0.65,U=91.4,T1=25.021,T2=24.803,T3=24.914,T4=25.049,UVB1=0.102,UVB2=0.011,UVB3=0.080,UVB4=0.014,SR4=859.703,SR5=200.572,SR6=801.522,SR7=200.572,AntHeight=314,GeoidHeight=22
2009.05.05 07:01:40,GPSD=050509,GPST=070139.000,LAT=6748.7871,NS=N,LONG=2651.8401,EW=E,T=0.63,U=91.3,T1=25.025,T2=24.948,T3=25.067,T4=25.018,UVB1=0.106,UVB2=0.011,UVB3=0.082,UVB4=0.014,SR4=830.613,SR5=189.854,SR6=802.288,SR7=193.682,AntHeight=315,GeoidHeight=22
2009.05.05 07:01:50,GPSD=050509,GPST=070149.000,LAT=6748.6312,NS=N,LONG=2651.2672,EW=E,T=0.65,U=91.2,T1=25.055,T2=25.162,T3=25.132,T4=24.957,UVB1=0.107,UVB2=0.011,UVB3=0.083,UVB4=0.013,SR4=943.913,SR5=208.993,SR6=880.373,SR7=208.993,AntHeight=315,GeoidHeight=22
2009.05.05 07:02:00,GPSD=050509,GPST=070159.000,LAT=6748.4736,NS=N,LONG=2650.6921,EW=E,T=0.67,U=91.4,T1=25.051,T2=25.235,T3=25.135,T4=24.866,UVB1=0.117,UVB2=0.009,UVB3=0.086,UVB4=0.010,SR4=951.568,SR5=192.917,SR6=841.330,SR7=197.510,AntHeight=313,GeoidHeight=22
2009.05.05 07:02:10,GPSD=050509,GPST=070209.000,LAT=6748.3199,NS=N,LONG=2650.1167,EW=E,T=0.69,U=91.4,T1=25.044,T2=25.040,T3=25.029,T4=24.805,UVB1=0.103,UVB2=0.010,UVB3=0.078,UVB4=0.010,SR4=897.980,SR5=204.400,SR6=805.350,SR7=208.227,AntHeight=317,GeoidHeight=22
2009.05.05 07:02:20,GPSD=050509,GPST=070219.000,LAT=6748.1812,NS=N,LONG=2649.5150,EW=E,T=0.67,U=91.1,T1=25.036,T2=24.803,T3=24.868,T4=24.805,UVB1=0.103,UVB2=0.008,UVB3=0.079,UVB4=0.009,SR4=794.632,SR5=182.964,SR6=746.403,SR7=186.792,AntHeight=320,GeoidHeight=22
2009.05.05 07:02:30,GPSD=050509,GPST=070229.000,LAT=6748.0529,NS=N,LONG=2648.8938,EW=E,T=0.67,U=91.1,T1=25.025,T2=24.948,T3=24.826,T4=25.262,UVB1=0.109,UVB2=0.008,UVB3=0.081,UVB4=0.018,SR4=888.028,SR5=131.673,SR6=829.082,SR7=139.329,AntHeight=320,GeoidHeight=22
2009.05.05 07:02:40,GPSD=050509,GPST=070239.000,LAT=6747.9305,NS=N,LONG=2648.2552,EW=E,T=0.69,U=91.1,T1=25.013,T2=25.166,T3=24.990,T4=25.354,UVB1=0.115,UVB2=0.008,UVB3=0.085,UVB4=0.018,SR4=1012.812,SR5=181.433,SR6=881.904,SR7=182.964,AntHeight=324,GeoidHeight=22
2009.05.05 07:02:50,GPSD=050509,GPST=070249.000,LAT=6747.8099,NS=N,LONG=2647.6218,EW=E,T=0.70,U=91.1,T1=24.998,T2=25.235,T3=25.128,T4=25.415,UVB1=0.115,UVB2=0.011,UVB3=0.084,UVB4=0.023,SR4=940.851,SR5=219.710,SR6=830.613,SR7=219.710,AntHeight=325,GeoidHeight=22
2009.05.05 07:03:00,GPSD=050509,GPST=070259.000,LAT=6747.6900,NS=N,LONG=2646.9945,EW=E,T=0.72,U=90.8,T1=24.983,T2=25.040,T3=25.151,T4=25.446,UVB1=0.123,UVB2=0.015,UVB3=0.088,UVB4=0.026,SR4=1011.281,SR5=251.098,SR6=891.091,SR7=244.208,AntHeight=320,GeoidHeight=22
2009.05.05 07:03:10,GPSD=050509,GPST=070309.000,LAT=6747.5677,NS=N,LONG=2646.3722,EW=E,T=0.72,U=90.6,T1=24.971,T2=24.803,T3=25.090,T4=25.049,UVB1=0.120,UVB2=0.007,UVB3=0.085,UVB4=0.008,SR4=1025.826,SR5=130.142,SR6=880.373,SR7=136.266,AntHeight=319,GeoidHeight=22
2009.05.05 07:03:20,GPSD=050509,GPST=070319.000,LAT=6747.4516,NS=N,LONG=2645.7490,EW=E,T=0.72,U=90.4,T1=24.960,T2=24.956,T3=24.941,T4=25.079,UVB1=0.107,UVB2=0.010,UVB3=0.081,UVB4=0.011,SR4=949.272,SR5=207.462,SR6=848.986,SR7=211.290,AntHeight=324,GeoidHeight=22
2009.05.05 07:03:30,GPSD=050509,GPST=070329.000,LAT=6747.3441,NS=N,LONG=2645.1216,EW=E,T=0.74,U=90.7,T1=24.910,T2=25.173,T3=24.823,T4=25.018,UVB1=0.106,UVB2=0.012,UVB3=0.081,UVB4=0.016,SR4=872.718,SR5=216.648,SR6=795.398,SR7=216.648,AntHeight=319,GeoidHeight=22
2009.05.05 07:03:40,GPSD=050509,GPST=070339.000,LAT=6747.2333,NS=N,LONG=2644.4853,EW=E,T=0.78,U=90.6,T1=24.903,T2=25.235,T3=24.918,T4=24.927,UVB1=0.110,UVB2=0.012,UVB3=0.083,UVB4=0.015,SR4=930.133,SR5=214.352,SR6=845.924,SR7=216.648,AntHeight=310,GeoidHeight=22
2009.05.05 07:03:50,GPSD=050509,GPST=070349.000,LAT=6747.1221,NS=N,LONG=2643.8529,EW=E,T=0.78,U=90.8,T1=24.895,T2=25.044,T3=25.070,T4=24.896,UVB1=0.110,UVB2=0.010,UVB3=0.089,UVB4=0.013,SR4=899.511,SR5=192.151,SR6=868.124,SR7=198.275,AntHeight=303,GeoidHeight=22
2009.05.05 07:04:00,GPSD=050509,GPST=070359.000,LAT=6747.0056,NS=N,LONG=2643.2210,EW=E,T=0.80,U=90.4,T1=24.891,T2=24.803,T3=25.139,T4=24.805,UVB1=0.129,UVB2=0.010,UVB3=0.093,UVB4=0.012,SR4=933.195,SR5=217.414,SR6=835.972,SR7=216.648,AntHeight=302,GeoidHeight=22
2009.05.05 07:04:10,GPSD=050509,GPST=070409.000,LAT=6746.8870,NS=N,LONG=2642.5902,EW=E,T=0.86,U=90.5,T1=24.887,T2=24.964,T3=25.135,T4=24.805,UVB1=0.128,UVB2=0.014,UVB3=0.092,UVB4=0.014,SR4=1097.021,SR5=197.510,SR6=878.076,SR7=198.275,AntHeight=304,GeoidHeight=22
2009.05.05 07:04:20,GPSD=050509,GPST=070419.000,LAT=6746.7615,NS=N,LONG=2641.9691,EW=E,T=0.92,U=90.3,T1=24.891,T2=25.177,T3=25.013,T4=25.232,UVB1=0.135,UVB2=0.010,UVB3=0.090,UVB4=0.020,SR4=1119.987,SR5=210.524,SR6=943.913,SR7=215.117,AntHeight=315,GeoidHeight=22
2009.05.05 07:04:30,GPSD=050509,GPST=070429.000,LAT=6746.6389,NS=N,LONG=2641.3554,EW=E,T=0.96,U=90.3,T1=24.895,T2=25.231,T3=24.853,T4=25.293,UVB1=0.146,UVB2=0.006,UVB3=0.087,UVB4=0.016,SR4=1378.741,SR5=147.750,SR6=934.726,SR7=155.405,AntHeight=328,GeoidHeight=22
2009.05.05 07:04:40,GPSD=050509,GPST=070439.000,LAT=6746.5207,NS=N,LONG=2640.7365,EW=E,T=0.98,U=90.0,T1=24.903,T2=25.021,T3=24.842,T4=25.415,UVB1=0.121,UVB2=0.006,UVB3=0.087,UVB4=0.016,SR4=1117.691,SR5=186.027,SR6=793.101,SR7=186.792,AntHeight=334,GeoidHeight=22
2009.05.05 07:04:50,GPSD=050509,GPST=070449.000,LAT=6746.3927,NS=N,LONG=2640.1221,EW=E,T=0.98,U=89.4,T1=24.914,T2=24.803,T3=25.013,T4=25.476,UVB1=0.117,UVB2=0.005,UVB3=0.086,UVB4=0.016,SR4=930.133,SR5=143.156,SR6=773.197,SR7=149.281,AntHeight=337,GeoidHeight=22
2009.05.05 07:05:00,GPSD=050509,GPST=070459.000,LAT=6746.2626,NS=N,LONG=2639.5063,EW=E,T=1.04,U=89.0,T1=24.922,T2=24.983,T3=25.116,T4=25.079,UVB1=0.112,UVB2=0.011,UVB3=0.083,UVB4=0.012,SR4=888.794,SR5=184.496,SR6=801.522,SR7=186.027,AntHeight=339,GeoidHeight=22
2009.05.05 07:05:10,GPSD=050509,GPST=070509.000,LAT=6746.1358,NS=N,LONG=2638.8939,EW=E,T=1.02,U=89.2,T1=24.929,T2=25.193,T3=25.154,T4=25.079,UVB1=0.092,UVB2=0.007,UVB3=0.068,UVB4=0.009,SR4=819.895,SR5=179.137,SR6=731.858,SR7=182.199,AntHeight=339,GeoidHeight=22
2009.05.05 07:05:20,GPSD=050509,GPST=070519.000,LAT=6746.0074,NS=N,LONG=2638.2747,EW=E,T=1.04,U=89.5,T1=24.941,T2=25.231,T3=25.063,T4=25.018,UVB1=0.089,UVB2=0.005,UVB3=0.066,UVB4=0.006,SR4=773.963,SR5=145.453,SR6=661.428,SR7=147.750,AntHeight=339,GeoidHeight=22
2009.05.05 07:05:30,GPSD=050509,GPST=070529.000,LAT=6745.8801,NS=N,LONG=2637.6540,EW=E,T=1.02,U=89.6,T1=24.952,T2=24.990,T3=24.899,T4=24.957,UVB1=0.087,UVB2=0.005,UVB3=0.068,UVB4=0.006,SR4=643.821,SR5=104.879,SR6=602.481,SR7=109.472,AntHeight=337,GeoidHeight=22
2009.05.05 07:05:40,GPSD=050509,GPST=070539.000,LAT=6745.7486,NS=N,LONG=2637.0402,EW=E,T=0.98,U=89.9,T1=24.967,T2=24.800,T3=24.826,T4=24.896,UVB1=0.093,UVB2=0.004,UVB3=0.072,UVB4=0.005,SR4=752.527,SR5=104.879,SR6=727.265,SR7=102.583,AntHeight=340,GeoidHeight=22
2009.05.05 07:05:50,GPSD=050509,GPST=070549.000,LAT=6745.6117,NS=N,LONG=2636.4339,EW=E,T=0.94,U=89.8,T1=24.975,T2=25.009,T3=24.967,T4=24.835,UVB1=0.095,UVB2=0.005,UVB3=0.074,UVB4=0.007,SR4=764.011,SR5=99.520,SR6=721.906,SR7=93.396,AntHeight=338,GeoidHeight=22
2009.05.05 07:06:00,GPSD=050509,GPST=070559.000,LAT=6745.4735,NS=N,LONG=2635.8414,EW=E,T=0.96,U=90.0,T1=24.983,T2=25.212,T3=25.124,T4=24.774,UVB1=0.096,UVB2=0.007,UVB3=0.077,UVB4=0.009,SR4=782.384,SR5=166.123,SR6=802.288,SR7=165.357,AntHeight=343,GeoidHeight=22
2009.05.05 07:06:10,GPSD=050509,GPST=070609.000,LAT=6745.3270,NS=N,LONG=2635.2661,EW=E,T=0.94,U=90.1,T1=24.994,T2=25.215,T3=25.154,T4=25.262,UVB1=0.101,UVB2=0.008,UVB3=0.079,UVB4=0.019,SR4=852.813,SR5=192.151,SR6=855.876,SR7=197.510,AntHeight=345,GeoidHeight=22
2009.05.05 07:06:20,GPSD=050509,GPST=070619.000,LAT=6745.1706,NS=N,LONG=2634.7042,EW=E,T=0.92,U=90.0,T1=24.998,T2=24.956,T3=25.101,T4=25.323,UVB1=0.115,UVB2=0.009,UVB3=0.085,UVB4=0.020,SR4=987.549,SR5=207.462,SR6=915.588,SR7=208.993,AntHeight=347,GeoidHeight=22
2009.05.05 07:06:30,GPSD=050509,GPST=070629.000,LAT=6745.0134,NS=N,LONG=2634.1404,EW=E,T=0.90,U=90.1,T1=25.006,T2=24.834,T3=24.945,T4=25.415,UVB1=0.112,UVB2=0.011,UVB3=0.085,UVB4=0.021,SR4=1035.012,SR5=222.773,SR6=920.181,SR7=224.304,AntHeight=350,GeoidHeight=22
2009.05.05 07:06:40,GPSD=050509,GPST=070639.000,LAT=6744.8520,NS=N,LONG=2633.5725,EW=E,T=0.92,U=90.1,T1=25.013,T2=25.048,T3=24.823,T4=25.507,UVB1=0.110,UVB2=0.011,UVB3=0.081,UVB4=0.021,SR4=980.659,SR5=222.007,SR6=867.359,SR7=221.242,AntHeight=352,GeoidHeight=22
2009.05.05 07:06:50,GPSD=050509,GPST=070649.000,LAT=6744.6894,NS=N,LONG=2633.0116,EW=E,T=0.86,U=90.1,T1=25.021,T2=25.219,T3=24.922,T4=25.079,UVB1=0.117,UVB2=0.012,UVB3=0.087,UVB4=0.017,SR4=960.755,SR5=252.629,SR6=868.890,SR7=254.925,AntHeight=354,GeoidHeight=22
2009.05.05 07:07:00,GPSD=050509,GPST=070659.000,LAT=6744.5192,NS=N,LONG=2632.4586,EW=E,T=0.88,U=90.1,T1=25.025,T2=25.193,T3=25.086,T4=25.049,UVB1=0.117,UVB2=0.011,UVB3=0.089,UVB4=0.013,SR4=1041.137,SR5=239.615,SR6=974.535,SR7=246.504,AntHeight=352,GeoidHeight=22
